"ID","Site","TR","QUAD","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","date","H","W","FRL","PC","FLA","notes","x.2","trip","genoSuspect"
"p677","ARR","2","1","1",214,"","MS","FS",5,10,"170","","","",NA,"23",0,0,"","4","7/9/24",43,20,NA,"","","yellowing lvs","39",2,"hyb"
"p678","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"5",0,0,"","3.5","7/9/24",4,3,NA,"","","p678-p680 share one nail to W","23.9",2,""
"p679","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","4","7/9/24",4,3,NA,"","","p678-p680 share one nail to W","23.4",2,""
"p680","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","3.8","7/9/24",3,3,NA,"","","p678-p680 share one nail to W","22.7",2,""
"p681","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"6",0,0,"","10","7/9/24",3,3,NA,"","","","26.3",2,""
"p682","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"7",0,0,"","11","7/9/24",3,6,NA,"","","","25",2,""
"p683","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"6",0,0,"","9.3","7/9/24",4,3,NA,"","","","23.9",2,""
"p684","ARR","2","1",NA,NA,"","MS","SO",0,3,"70","","","",NA,"13",6,70,"chew","26.5","7/9/24",250,4,NA,"","","","19.2",2,"str"
"p685","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","5","7/9/24",3,3,NA,"","","","22",2,""
"p686","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"5",0,0,"","8","7/9/24",4,3,NA,"","","","21",2,""
"p687","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","9","7/9/24",3,3,NA,"","","","22.5",2,""
"p688","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","49","7/9/24",5,7,NA,"","","nail to NW","14",2,"str"
"p689","ARR","2","1",NA,215,"","MS","R",0,0,"0","","","",NA,"41",0,0,"","42","7/9/24",17,30,NA,"","","nail to W","13",2,"hyb"
"p690","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","13","7/9/24",4,5,NA,"","","","25.5",2,""
"p691","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"3",0,0,"","13.5","7/9/24",2,5,NA,"","","","21.5",2,""
"p692","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"5",0,0,"","14","7/9/24",3,5,NA,"","","","25.6",2,""
"p693","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"26",4,5,"window","42","7/9/24",20,30,NA,"","","","6",2,"H/R"
"p694","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","7.8","7/9/24",4,3,NA,"","","p694-p699 one nail in a circle at center","15",2,""
"p695","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"7",0,0,"","8.1","7/9/24",3,5,NA,"","","p694-p699 one nail in a circle at center","15.6",2,""
"p696","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"5",0,0,"","9.5","7/9/24",5,3,NA,"","","p694-p699 one nail in a circle at center","16",2,""
"p697","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","9.5","7/9/24",3,4,NA,"","","p694-p699 one nail in a circle at center","15",2,""
"p698","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","9.2","7/9/24",7,9,NA,"","","p694-p699 one nail in a circle at center","14.2",2,""
"p699","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","8.5","7/9/24",4,5,NA,"","","p694-p699 one nail in a circle at center","14.2",2,""
"p700","ARR","2","1",NA,NA,"","MS","FS",5,9,"125","","","",NA,"14",1,5,"chew","39","7/9/24",301,20,NA,"","","one fruit absent; nail to W","5",2,"hyb"
"p701","ARR","2","1",NA,NA,"","MS","FO",1,0,"38","","","","1","12",0,0,"","39","7/9/24",170,17,NA,"","","nail to W","6",2,"str/hyb"
"p702","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","4","7/9/24",6,4,NA,"","","","16.5",2,""
"p703","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"3",0,0,"","2","7/9/24",6,6,NA,"","","","17",2,""
"p704","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"5",0,0,"","6.5","7/9/24",6,9,NA,"","","nail to N","11",2,""
"p705","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"23",0,0,"","7.5","7/9/24",16,19,NA,"","","p705-p706 share nail to N","13",2,""
"p706","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","8","7/9/24",9,6,NA,"","","p705-p706 share nail to N","12.5",2,""
"p707","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"9",0,0,"","31","7/9/24",10,5,NA,"","","p707-p708 share nail to W","5",2,""
"p708","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","31.5","7/9/24",3,4,NA,"","","p707-p708 share nail to W","6",2,""
"p709","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"6",0,0,"","34","7/9/24",8,7,NA,"","","","5.5",2,""
"p710","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"9",0,0,"","32","7/9/24",5,4,NA,"","","p710-p711 shared nail to W","8.2",2,""
"p711","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","32","7/9/24",2,4,NA,"","","p710-p711 shared nail to W","8.6",2,""
"p712","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"3",0,0,"","6","7/9/24",2,3,NA,"","","p712-p713 one nail in between","8",2,""
"p713","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","7.5","7/9/24",2,3,NA,"","","p712-p713 one nail in between","7.8",2,""
"p714","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"5",0,0,"","8.5","7/9/24",4,9,NA,"","","p714-p717 one nail in middle","6.5",2,""
"p715","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","9","7/9/24",3,3,NA,"","","p714-p717 one nail in middle","8.3",2,""
"p716","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"4",0,0,"","9.5","7/9/24",5,4,NA,"","","p714-p717 one nail in middle","6.7",2,""
"p717","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"6",0,0,"","10.5","7/9/24",4,4,NA,"","","p714-p717 one nail in middle","6",2,""
"p718","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"5",0,0,"","34.5","7/9/24",2,5,NA,"","","p718-p722 nail in center of rosettes","11",2,""
"p719","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","32","7/9/24",3,5,NA,"","","p718-p722 nail in center of rosettes","11.5",2,""
"p720","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","32","7/9/24",3,4,NA,"","","p718-p722 nail in center of rosettes","12.5",2,""
"p721","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"3",0,0,"","34","7/9/24",2,5,NA,"","","p718-p722 nail in center of rosettes","12.5",2,""
"p722","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","34","7/9/24",3,3,NA,"","","p718-p722 nail in center of rosettes","14",2,""
"p723","ARR","1","1",NA,NA,"","KM","SO",0,3,"16","","","","1","23",0,0,"","9.7","7/8/24",184,22,NA,"","","pregant frt","13.5",2,""
"p724","ARR","1","1",NA,NA,"","KM","FS",16,8,"28","","","","1","62",6,10,"chew; window","7","7/8/24",227,17,NA,"","","BWR; some frt eaten; pregnant frt","19.5",2,""
"p725","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"23",3,5,"chew; window","1.5","7/8/24",15,12,NA,"","","","24",2,""
"p726","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"12",0,0,"","3.9","7/8/24",10,9,NA,"","","","22",2,""
"p727","ARR","1","1",NA,NA,"","KM","FS",4,3,"11","","","",NA,"16",0,0,"","4.9","7/8/24",131,13,NA,"","","","23.5",2,""
"p728","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"8",0,0,"","0.6","7/8/24",6,4,NA,"","","","21.5",2,""
"p729","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"9",0,0,"","1.2","7/8/24",7,5,NA,"","","","21.4",2,""
"p730","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"14",0,0,"","2","7/8/24",27,14,NA,"","","","39",2,""
"p731","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"16",0,0,"","1","7/8/24",11,8,NA,"","","","47.5",2,""
"p732","ARR","1","1",NA,NA,"","MS","FO",4,0,"7","","","",NA,"29",0,0,"","19.1","7/8/24",125,19,NA,"","","1 flower gall","98",2,""
"p733","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"7",0,0,"","12","7/8/24",5,3,NA,"","","nail on W side","43",2,""
"p734","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"13",0,0,"","16","7/8/24",5,7,NA,"","","","98",2,""
"p735","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"10",0,0,"","44.7","7/8/24",8,6,NA,"","","nail on W side","2.4",2,""
"p736","ARR","1","1",NA,NA,"","KM","FS",9,2,"9","","","","1","27",0,0,"","2.1","7/8/24",161,19,NA,"","","","53.8",2,""
"p737","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"14",0,0,"","3","7/8/24",33,18,NA,"","","nail to W","93",2,""
"p738","ARR","1","1",NA,NA,"","MS","FS",6,4,"7","","","","1","43",0,0,"","21.5","7/8/24",185,24,NA,"","","","97.5",2,""
"p739","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"11",0,0,"","0.5","7/8/24",4,6,NA,"","","","55",2,""
"p740","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"14",0,0,"","18.5","7/8/24",7,5,NA,"","","nail slightly SW","95",2,""
"p741","ARR","1","1",NA,NA,"","KM","SO",0,2,NA,"","","",NA,"24",0,0,"","15.5","7/8/24",86,24,NA,"","","FR dried/withered; stalk curled","42.5",2,""
"p742","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"11",0,0,"","11.5","7/8/24",16,17,NA,"","","","52.5",2,""
"p743","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"12",3,15,"window","5.8","7/8/24",14,18,NA,"","","BWR","58.5",2,""
"p744","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"13",0,0,"","4.6","7/8/24",17,13,NA,"","","","60",2,""
"p745","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"12",0,0,"","2.5","7/8/24",14,15,NA,"","","","57.7",2,""
"p746","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"19",0,0,"","11","7/8/24",5,11,NA,"","","","90",2,""
"p747","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"14",0,0,"","13","7/8/24",10,5,NA,"","","","89.5",2,""
"p748","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"22",0,0,"","18","7/8/24",21,12,NA,"","","","90",2,""
"p749","ARR","1","1",NA,NA,"","MS","FS",5,3,"7","","","",NA,"30",1,100,"absent","89","7/8/24",131,23,NA,"","","","10",2,""
"p750","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"9",1,5,"chew","22","7/8/24",18,13,NA,"","","BWR","40",2,""
"p751","ARR","1","1",NA,NA,"","KM","FS",4,1,"7","","","",NA,"35",0,0,"","20.5","7/8/24",105,14,NA,"","","","42.5",2,""
"p752","ARR","1","1",NA,NA,"","KM","FO",17,0,"40","","","","1","57",14,5,"chew","20.5","7/8/24",133,22,NA,"","","","44.2",2,""
"p753","ARR","1","1",NA,NA,"","KM","SO",0,6,"31","","","","1","19",0,0,"","17.5","7/8/24",177,19,NA,"","","some FR eaten","47.3",2,""
"p754","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"14",0,0,"","12","7/8/24",10,14,NA,"","","nail under rock angled","83",2,""
"p755","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"17",0,0,"","14","7/8/24",23,17,NA,"","","nail under rock angled; BWR","84.5",2,""
"p756","ARR","1","1",NA,NA,"","MS","FS",4,3,"3","","","","1","37",1,100,"chew","15.5","7/8/24",115,26,NA,"","","","88",2,""
"p757","ARR","1","1",NA,NA,"","MS","FS",4,2,"2","","","","1","22",0,0,"","22","7/8/24",70,18,NA,"","","1 fl gall","85",2,""
"p758","ARR","1","1",NA,NA,"","MS","FO",6,0,"68","","","","1","33",2,80,"chew","23","7/8/24",110,20,NA,"","","","87",2,""
"p759","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","","1","14",0,0,"","3.2","7/8/24",25,14,NA,"","","BWR; p759-p762 nail in common","67",2,""
"p760","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"7",0,0,"","4.5","7/8/24",9,4,NA,"","","BWR; p759-p762 nail in common","68.2",2,""
"p761","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"13",0,0,"","5","7/8/24",16,6,NA,"","","BWR; p759-p762 nail in common","67",2,""
"p762","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"13",0,0,"","6","7/8/24",13,9,NA,"","","BWR; p759-p762 nail in common","67.5",2,""
"p763","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"19",0,0,"","1.8","7/8/24",20,16,NA,"","","BWR","70.5",2,""
"p764","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"23",0,0,"","5","7/8/24",16,18,NA,"","","BWR","70.5",2,""
"p765","ARR","1","1",NA,NA,"","KM","FS",5,3,"6","","","",NA,"39",8,10,"chew","27.5","7/8/24",131,19,NA,"","","","95.6",2,""
"p766","ARR","1","1",NA,NA,"","KM","FS",4,4,"6","","","",NA,"40",0,0,"","34","7/8/24",149,18,NA,"","","","84",2,""
"p767","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"18",1,5,"chew","31","7/8/24",12,17,NA,"","","","81.5",2,""
"p768","ARR","1","1",NA,NA,"","KM","B",3,0,"4","","","","1","41",2,5,"chew","26.5","7/8/24",71,18,NA,"","","nail to SW","76",2,""
"p769","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"11",1,5,"chew","44","7/8/24",16,10,NA,"","","BWR","93.5",2,""
"p770","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"30",4,10,"chew; window","40.5","7/8/24",36,23,NA,"","","nail to SW","84",2,""
"p771","ARR","1","1",NA,NA,"","KM","SO",0,2,"6","","","","1","36",9,40,"chew","39.5","7/8/24",111,16,NA,"","","1 fr eaten; nail to SW","82",2,""
"p772","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"17",0,0,"","26","7/8/24",18,14,NA,"","","nail to SW","23",2,""
"p773","ARR","1","1",NA,NA,"","MS","B",0,0,"0","","","",NA,"25",0,0,"","30","7/8/24",20,20,NA,"","","nail 4cm to s; dried out","23",2,""
"p774","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"23",2,5,"chew","39","7/8/24",11,15,NA,"","","BWR","79",2,""
"p775","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"22",0,0,"","32","7/8/24",30,21,NA,"","","nail 4 cm to s; bwr","21",2,""
"p776","ARR","1","1",NA,NA,"","MS","FS",12,3,"22","","","",NA,"40",0,0,"","36","7/8/24",108,18,NA,"","","nail 4 cm S","23",2,""
"p777","ARR","1","1",NA,NA,"","KM","FS",3,4,"17","","","",NA,"38",0,0,"","36","7/8/24",155,21,NA,"","","1 tiny black bug on FR","74.5",2,""
"p778","ARR","1","1",NA,NA,"","MS","B",0,0,"0","","","",NA,"23",NA,NA,"","44.5","7/8/24",66,20,NA,"","","dried out; can't est. damagae; nail 3cm to ne","18",2,""
"p779","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","","1","23",6,5,"chew","49","7/8/24",25,20,NA,"","","","81",2,""
"p780","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","","1","32",6,5,"","48","7/8/24",34,45,NA,"","","","77",2,""
"p781","ARR","1","1",NA,NA,"","MS","FO",6,0,"45","","","",NA,"33",2,90,"chew","25","7/8/24",130,23,NA,"","","","26",2,""
"p782","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"12",0,0,"","26","7/8/24",20,15,NA,"","","p782-p787 1 nail in center (circle of Hell)","33.5",2,""
"p783","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"21",1,5,"","28","7/8/24",40,26,NA,"","","p782-p787 1 nail in center (circle of Hell)","34",2,""
"p784","ARR","1","1",NA,NA,"","MS","FO",7,0,"7","","","","1","36",0,0,"","29","7/8/24",40,25,NA,"","","p782-p787 1 nail in center (circle of Hell)","36.5",2,""
"p785","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"14",0,0,"","27.5","7/8/24",22,18,NA,"","","p782-p787 1 nail in center (circle of Hell)","38",2,""
"p786","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"10",0,0,"","26.5","7/8/24",8,10,NA,"","","p782-p787 1 nail in center (circle of Hell)","40",2,""
"p787","ARR","1","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"12",2,5,"mining","25","7/8/24",10,10,NA,"","","p782-p787 1 nail in center (circle of Hell)","37",2,""
"p788","ARR","1","1",NA,NA,"","KM","FS",6,6,"13","","","","1","38",2,5,"chew","64","7/8/24",142,22,NA,"","","all frt eaten or tiny; nail to w","88",2,""
"p789","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","","1","25",0,0,"","62","7/8/24",24,20,NA,"","","","73",2,""
"p790","ARR","1","1",NA,NA,"","MS","FO",5,0,"29","","","",NA,"26",0,0,"","35.5","7/8/24",85,25,NA,"","","","35",2,""
"p791","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"15",0,0,"","45.5","7/8/24",14,13,NA,"","","","64",2,""
"p792","ARR","1","1","1",NA,"","KM","R",0,0,"0","","","",NA,"29",0,0,"","46.5","7/8/24",29,20,NA,"","","nail to SW","66.5",2,""
"p793","ARR","1","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"11",0,0,"","44.5","7/8/24",6,9,NA,"","","nail to SE","65.5",2,""
"p794","ARR","1","1",NA,NA,"","KM","B",0,0,"0","","","",NA,"25",0,0,"","88","7/8/24",68,19,NA,"","","under rock; BWR; nail to SE","74",2,""
"p795","ARR","1","1",NA,NA,"","KM","FS",4,3,"5","","","",NA,"31",0,0,"","73","7/8/24",105,15,NA,"","","2 aborted fr; BWR","60",2,""
"p796","ARR","1","1",NA,NA,"","CR","R",0,0,"0","","","",NA,"12",0,0,"","43","7/8/24",11,12,NA,"","","nail is 4 cm S","6.6",2,""
"p797","ARR","1","1",NA,NA,"","CR","R",0,0,"0","","","",NA,"13",0,0,"","38","7/8/24",11,13,NA,"","","","6",2,""
"p798","ARR","1","1",NA,NA,"","CR","R",0,0,"0","","","",NA,"6",0,0,"","37","7/8/24",7,7,NA,"","","","5",2,""
"p799","ARR","1","1",NA,NA,"","CR","R",0,0,"0","","","",NA,"6",0,0,"","33.5","7/8/24",15,12,NA,"","","","3",2,""
"p800","ARR","1","1",NA,NA,"","CR","B",8,0,"6","","","","1","38",9,10,"window; chew","32","7/8/24",90,18,NA,"","","n is SE","1",2,""
"p801","ARR","1","1",NA,NA,"","KM","FS",3,3,"7","","","",NA,"25",0,0,"","30.5","7/8/24",92,22,NA,"","","n is SE","64.5",2,""
"p802","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"13",0,0,"","35.5","7/8/24",14,12,NA,"","","p802-p803 share a nail","62.5",2,""
"p803","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"9",0,0,"","36","7/8/24",5,9,NA,"","","p802-p803 share a nail","61",2,""
"p804","ARR","1","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"16",0,0,"","31","7/8/24",19,18,NA,"","","nail to e","57.5",2,""
"p805","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"31",0,0,"","33.5","7/8/24",22,22,NA,"","","","17.5",2,""
"p806","ARR","1","1",NA,NA,"","CR","B",0,0,NA,"","","","1","21",0,0,"","34","7/8/24",29,21,NA,"","","dried out","11",2,""
"p807","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"15",0,0,"","31.5","7/8/24",10,15,NA,"","","nail to W","7",2,""
"p808","ARR","1","1",NA,NA,"","CR","FS",6,5,"42","","","",NA,"33",0,0,"","49","7/8/24",204,38,NA,"","","","13",2,""
"p809","ARR","1","1",NA,NA,"","CR","B",1,0,"5","","","",NA,"35",0,0,"","31.5","7/8/24",30,19,NA,"","","bolting stalk broken off","25.5",2,""
"p810","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"12",0,0,"","29.5","7/8/24",5,15,NA,"","","dried out","30",2,""
"p811","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"24",1,5,"chew","28.5","7/8/24",26,24,NA,"","","BWR","34",2,""
"p812","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"29",0,0,"","20.5","7/8/24",37,20,NA,"","","BWR; lf tips drying out","28.5",2,""
"p813","ARR","1","1",NA,NA,"","KM","SO",0,2,"3","","","","1","44",0,0,"","39","7/8/24",92,29,NA,"","","""Gerald""; p813-p814 share a nail","60",2,""
"p814","ARR","1","1",NA,NA,"","KM","B",0,0,NA,"","","",NA,"22",2,5,"chew","38","7/8/24",51,17,NA,"","","p813-p814 share a nail","58",2,""
"p815","ARR","1","1",NA,NA,"","CR","B",NA,NA,NA,"","","",NA,"25",3,10,"window","26","7/8/24",31,15,NA,"","","BWR","39.5",2,""
"p816","ARR","1","1",NA,NA,"","KM","FS",5,1,"3","","","","1","38",3,20,"chew","100","7/8/24",156,26,NA,"","","","34",2,""
"p817","ARR","1","1",NA,NA,"","KM","FO",12,0,"11","","","","1","37",0,0,"","100","7/8/24",181,27,NA,"","","","37",2,""
"p818","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"33",0,0,"","44.5","7/8/24",17,25,NA,"","","","34.8",2,""
"p819","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"6",0,0,"","43","7/8/24",5,7,NA,"","","dried out","36",2,""
"p820","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"21",0,0,"","40.5","7/8/24",21,11,NA,"","","BWR","40",2,""
"p821","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"22",1,5,"window","42","7/8/24",20,18,NA,"","","BWR; nail 4cm SSW","47",2,""
"p822","ARR","1","1",NA,NA,"","KM","FS",5,2,"4","","","",NA,"28",0,0,"","82.5","7/8/24",188,17,NA,"","","pregant frt & 1/2 eaten","40",2,""
"p823","ARR","1","1",NA,NA,"","CR","FS",3,2,"10","","","",NA,"34",1,10,"window","40.5","7/8/24",95,18,NA,"","","BWR; nail SE","48",2,""
"p824","ARR","1","1",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"24",0,0,"","22","7/8/24",25,21,NA,"","","BWR; nail 4.5 cm SSW","55.5",2,""
"p825","ARR","1","1",NA,NA,"","CR","SO",0,5,"20","","","","1","18",1,10,"chew","41","7/8/24",199,18,NA,"","","nail is NE","54",2,""
"p826","ARR","1","1",NA,NA,"","KM","FS",4,3,"11","","","",NA,"18",0,0,"","80","7/8/24",125,13,NA,"","","","52",2,""
"p827","ARR","1","1",NA,NA,"","KM","B",0,0,"0","","","","1","14",0,0,"","82","7/8/24",49,14,NA,"","","","49.5",2,""
"p828","ARR","1","2",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"10",0,0,"","13","7/8/24",15,9,NA,"","","","100-20.5",2,""
"p829","ARR","1","2",NA,NA,"","CR","B",NA,NA,NA,"","","","1","29",1,10,"window","43","7/8/24",56,32,NA,"","","","100-27",2,""
"p830","ARR","1","2",NA,NA,"","KM","SO",0,6,"41","","","",NA,"29",5,40,"chew","93.5","7/8/24",267,19,NA,"","","","100-59.5",2,""
"p831","ARR","1","2",NA,NA,"","KM","FO",8,NA,NA,"","","","1","25",0,0,"","100","7/8/24",207,24,NA,"","","BWR","100-38.5",2,""
"p832","ARR","1","2",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"16",0,0,"","43","7/8/24",25,18,NA,"","","nail to W","100-27",2,""
"p833","ARR","1","2",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"20",4,5,"chew; window","55","7/8/24",20,22,NA,"","","BWR","100-21",2,""
"p834","ARR","1","2",NA,NA,"","KM","FS",21,15,"38","","","","1","76",12,30,"","80","7/8/24",292,29,NA,"","","","58.5",2,""
"p835","ARR","1","2",NA,NA,"","CR","FS",6,6,"12","","","","1","65",8,30,"chew","81.5","7/8/24",198,40,NA,"","","","100-15",2,""
"p836","ARR","1","2",NA,NA,"","CR","FO",4,0,"3","","","","1","57",2,5,"window","75","7/8/24",85,32,NA,"","","","100-33.5",2,""
"p837","ARR","1","2",NA,NA,"","KM","SO",0,8,"42","","","","1","33",0,0,"","66","7/8/24",292,21,NA,"","","1 frt eaten","34",2,""
"p838","ARR","1","2",NA,NA,"","CR","FO",5,0,"25","","","","1","33",2,5,"chew","70","7/8/24",93,30,NA,"","","","54",2,""
"p839","ARR","1","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"10",0,0,"","65.5","7/8/24",13,13,NA,"","","","44",2,""
"p840","ARR","1","2",NA,NA,"","CR","R",NA,NA,NA,"","","",NA,"7",0,0,"","29","7/8/24",15,11,NA,"","","","42",2,""
"p841","ARR","1","2",NA,NA,"","CR","FS",4,6,"37","","","",NA,"28",0,0,"","18.5","7/8/24",224,21,NA,"","","3 eaten fruits","32",2,""
"p842","ARR","1","2",NA,NA,"","KM","FS",6,3,"17","","","",NA,"42",0,0,"","20","7/8/24",181,13,NA,"","","1 eaten frt","1",2,""
"p843","ARR","1","2",NA,NA,"","CR","SO",0,5,"23","","","",NA,"23",0,0,"","3.4","7/8/24",172,17,NA,"","","","3.5",2,""
"p844","ARR","1","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"28",0,0,"","30","7/8/24",10,11,NA,"","","","4",2,""
"p845","ARR","1","2",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"8",0,0,"","27","7/8/24",12,7,NA,"","","","5.5",2,""
"p846","ARR","1","3",NA,NA,"","CR","SO",0,5,"8","","","","1","34",2,5,"chew","5.5","7/8/24",120,30,NA,"","","BWR","7.5",2,""
"p847","ARR","1","3",NA,NA,"","CR","FS",1,11,"24","","","",NA,"54",2,10,"chew","2","7/8/24",129,32,NA,"","","plus 1 gal","41.5",2,""
